,customer_id,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,credit_limit,total_revolving_bal,active_customer
522,779610033,58,M,1,3,married,3,blue,47,3,12151.0,1799,False
523,827332983,46,M,3,1,single,3,gold,42,3,34516.0,2113,True
524,721183983,48,M,4,1,married,4,blue,31,6,34516.0,1013,True
525,718426533,42,M,4,0,divorced,2,blue,32,4,5504.0,0,True
526,710698233,37,M,4,2,married,3,blue,28,4,10021.0,1203,True
528,793581933,50,M,3,1,single,1,silver,44,4,19853.0,1513,True
529,719229708,41,F,1,1,single,1,blue,31,6,4969.0,838,True
530,715158483,48,F,3,2,divorced,0,blue,40,3,3117.0,1603,True
531,809296308,46,M,2,3,single,3,blue,41,4,21526.0,2332,True
532,778176108,61,M,0,1,single,2,blue,51,4,5504.0,1412,True
536,719366358,51,M,3,1,married,4,blue,40,6,7319.0,1692,True
537,721417233,45,M,2,2,married,2,blue,25,3,1438.3,0,False
539,714578283,47,M,1,2,married,2,blue,37,6,2053.0,0,True
540,769574883,41,M,2,1,married,1,blue,32,3,12804.0,2517,True
541,717643608,48,M,4,3,married,3,blue,36,3,26443.0,1601,True
542,709198158,50,F,4,2,single,0,blue,36,6,3125.0,1928,True
543,712419708,56,F,2,4,married,0,blue,48,6,4930.0,2259,True
544,709103358,39,F,2,3,single,0,blue,36,6,9476.0,0,True
545,716966808,47,M,1,2,married,3,blue,37,6,11722.0,1667,True
546,772264383,44,M,2,2,single,4,blue,33,4,13301.0,0,True
548,769137108,43,F,2,4,married,0,blue,37,3,1438.3,0,False
549,717640083,59,M,1,1,married,2,blue,36,3,6705.0,0,False
553,778686408,48,M,1,3,married,2,blue,29,4,19324.0,1040,True
554,715015683,44,M,2,2,single,1,blue,34,5,5331.0,1993,True
556,710462433,45,M,4,2,single,2,blue,30,6,17625.0,894,True
557,721342383,39,M,2,2,married,3,blue,34,6,17438.0,0,True
559,794977533,62,M,0,1,married,2,blue,56,3,8077.0,0,False
560,779445108,26,M,0,2,single,1,blue,13,6,3290.0,1616,True
561,718193958,60,M,0,0,single,0,blue,53,5,2402.0,1728,True
562,710955633,54,F,3,5,single,0,blue,42,6,9256.0,1999,True
563,716149383,62,M,0,2,married,2,blue,36,6,3674.0,895,True
564,752604633,57,M,2,3,married,1,blue,50,2,6462.0,0,False
565,713889933,59,M,0,2,single,1,blue,48,4,1638.0,0,True
566,709446783,46,M,4,2,single,2,blue,38,3,4335.0,2480,True
567,789115833,44,M,4,1,single,2,blue,32,5,3233.0,1034,True
569,787623858,43,M,2,0,divorced,4,silver,24,4,34516.0,1938,True
570,709040508,57,M,4,0,married,4,blue,38,6,19802.0,1961,True
574,717956283,57,F,1,2,single,1,blue,48,5,10953.0,1945,True
575,721379433,44,M,4,2,married,2,blue,28,6,11338.0,0,True
576,712027683,47,F,2,5,married,0,blue,35,3,5544.0,1184,True
577,716027208,47,M,4,5,married,2,blue,36,4,19665.0,706,True
578,720475233,50,F,2,1,married,0,blue,43,6,2927.0,1412,True
579,712275108,53,F,3,3,married,1,blue,33,4,5146.0,1618,True
580,718121658,56,M,1,3,married,2,blue,44,5,1704.0,0,False
581,711593808,55,M,1,1,married,2,blue,46,2,1438.3,0,False
582,716222808,53,F,4,1,married,0,blue,36,6,2974.0,1170,True
584,788779008,57,M,2,1,married,2,blue,38,3,2736.0,1822,True
585,710404533,50,M,2,2,married,3,blue,37,6,1438.3,862,True
587,715383108,52,M,2,2,single,4,blue,44,5,34516.0,2174,True
588,711697158,60,M,0,2,married,0,blue,36,6,1976.0,1311,True
589,709186983,49,M,4,0,married,3,blue,40,3,8714.0,2252,True
590,808964433,46,F,4,5,divorced,0,blue,41,4,8693.0,1378,True
591,711948333,42,M,1,0,married,3,blue,36,6,9247.0,710,True
592,710541858,45,M,3,1,married,0,blue,33,6,7717.0,1430,True
593,713865333,45,F,4,0,married,0,blue,38,3,4908.0,0,False
594,797707008,44,F,3,5,married,0,blue,38,6,7222.0,0,False
595,713490483,61,M,0,0,single,3,blue,48,6,21740.0,0,True
596,720370533,55,M,3,0,married,2,blue,44,3,2323.0,0,False
600,816596583,45,M,2,5,married,3,blue,40,6,11710.0,693,True
601,717517758,57,F,0,1,married,1,blue,45,3,2278.0,845,True
602,712880283,31,M,0,0,married,1,blue,22,3,4048.0,1113,True
603,753226158,34,F,2,2,married,0,blue,24,6,3663.0,1853,True
604,720605808,53,F,1,2,single,0,blue,36,2,1438.3,0,False
606,711028308,44,F,4,2,married,0,blue,36,4,1717.0,0,True
607,814852533,50,M,1,2,married,3,blue,45,3,16813.0,1185,True
608,711526533,33,M,3,4,married,3,blue,25,4,16434.0,2104,True
609,804403908,50,M,3,2,single,2,blue,45,4,21872.0,1118,True
610,716999883,51,M,4,1,married,3,blue,41,5,15897.0,1437,True
612,787599258,55,F,3,2,single,0,blue,29,6,7361.0,1309,True
613,714495258,26,M,0,3,single,0,blue,36,4,1438.3,479,True
614,717713283,42,F,3,2,married,0,blue,33,6,8628.0,1077,True
615,789317883,54,M,2,3,married,3,blue,44,4,18750.0,1705,True
617,789467508,65,F,0,2,married,1,blue,56,5,2961.0,1570,True
619,711231558,58,M,3,1,married,2,blue,40,6,8308.0,2517,True
620,716829483,39,F,3,4,married,1,blue,28,4,3249.0,2217,True
621,779713608,52,M,2,1,married,4,blue,36,5,2981.0,1358,True
622,711628458,45,F,3,2,married,0,blue,31,4,8829.0,901,True
624,770724558,42,M,2,3,married,2,blue,28,6,7340.0,0,False
625,783561558,57,M,4,4,married,4,blue,51,4,16952.0,0,True
626,719309958,55,M,3,5,single,3,blue,35,4,20865.0,0,False
630,787550808,51,M,2,2,married,1,blue,40,5,12240.0,1566,True
631,779863533,37,M,1,2,married,3,blue,21,6,5120.0,0,True
632,714529233,36,F,2,2,married,0,blue,24,3,3124.0,1593,True
633,708177333,51,F,2,1,married,0,silver,36,5,11261.0,2485,True
634,812019933,65,M,1,0,married,1,blue,56,3,2468.0,2021,True
635,708557358,43,M,2,3,married,2,blue,28,4,22157.0,1355,True
636,713580633,46,M,3,2,married,1,blue,32,6,11477.0,0,True
637,711466533,43,F,2,2,married,0,blue,33,5,3933.0,852,True
638,802276683,56,M,3,2,married,3,blue,50,3,8022.0,1372,True
640,808897683,53,M,1,2,single,3,blue,48,3,30271.0,1406,False
642,713010483,43,F,3,2,married,1,blue,36,6,2936.0,2379,True
643,717006333,54,M,3,1,married,3,blue,36,6,1438.3,1133,True
645,716924058,58,F,2,0,married,1,blue,49,3,6175.0,1166,True
646,720916683,41,M,3,2,single,3,blue,26,4,11806.0,1811,True
647,720923658,48,M,3,4,single,2,blue,39,5,4734.0,954,True
648,712710708,55,M,2,1,single,1,blue,36,5,6244.0,2517,True
649,718939083,54,F,2,2,married,0,blue,45,3,1438.3,306,False
651,719085933,35,M,3,2,single,3,blue,24,4,23561.0,864,True
652,715124958,50,M,3,0,single,3,blue,36,5,24742.0,1676,True
653,712979133,55,M,4,1,married,3,blue,41,2,27560.0,900,False
654,712006308,45,F,0,3,divorced,0,blue,35,6,5923.0,1686,True
655,710801133,34,M,2,0,married,2,blue,36,6,8581.0,2326,True
656,712490283,55,F,4,2,married,1,blue,41,4,3156.0,2517,True
658,717958833,46,M,4,2,married,2,blue,35,5,1535.0,700,True
659,812420358,61,F,0,2,married,0,blue,56,3,2122.0,554,False
661,715940358,51,F,1,2,married,0,blue,42,6,5822.0,2387,True
662,715041333,39,M,3,5,married,2,blue,29,3,3537.0,2517,True
663,712797258,43,M,3,2,married,4,blue,33,3,34516.0,2129,True
664,769170558,53,M,3,2,single,2,blue,47,6,16320.0,0,True
665,715884858,38,M,2,1,married,3,blue,36,5,2407.0,843,True
666,796343058,49,F,2,1,single,0,blue,43,4,3538.0,0,True
668,718888308,53,M,3,2,single,3,blue,36,4,34516.0,2517,True
669,785114808,46,M,2,4,single,1,silver,40,4,15459.0,0,True
670,709852908,44,F,3,0,single,0,blue,36,5,4307.0,0,True
672,719679858,58,F,2,0,married,1,blue,47,3,2848.0,1468,True
673,827108583,55,M,3,1,single,4,blue,51,3,34516.0,1266,True
675,719781183,57,M,4,1,married,3,blue,38,4,15428.0,1553,True
676,710429358,57,M,1,1,married,1,blue,48,5,2544.0,1927,True
677,798792408,48,M,3,1,married,3,blue,42,1,9959.0,0,False
678,710280558,51,M,1,2,single,2,blue,39,3,8796.0,2517,True
679,809825358,53,F,3,0,married,0,blue,48,6,3428.0,1566,True
680,714451833,45,F,1,5,single,0,blue,36,6,1438.3,0,True
681,713943783,41,M,4,4,married,2,blue,32,5,18001.0,906,True
682,710706558,51,F,4,2,single,0,blue,42,3,2680.0,1753,True
683,713620308,46,F,2,1,married,0,blue,35,6,4675.0,1734,True
684,813453408,40,F,5,3,married,0,blue,35,3,2448.0,1693,True
685,818248383,33,M,2,5,married,2,blue,28,3,4049.0,0,True
686,780106908,53,M,1,1,single,3,blue,38,6,8154.0,996,True
687,708938508,63,M,1,1,married,1,blue,36,5,4559.0,1571,True
688,709671708,61,M,0,0,single,3,blue,36,4,19354.0,984,True
689,711204483,56,M,4,1,married,2,blue,46,3,2340.0,1930,False
690,801728658,53,M,2,2,single,2,blue,47,6,13848.0,1389,True
691,713945883,62,F,2,2,married,0,blue,52,4,2490.0,513,False
693,788370258,37,M,4,2,married,2,blue,30,5,2578.0,2517,True
695,710383158,49,M,3,0,single,3,silver,41,4,34516.0,0,True
697,711768858,55,M,2,1,married,3,blue,36,3,6514.0,2258,True
698,714888633,50,M,1,2,married,3,blue,42,3,4051.0,1183,True
699,712650333,48,M,3,3,married,2,blue,37,3,11959.0,1665,True
700,719945433,60,F,1,0,divorced,1,blue,48,3,2070.0,0,True
702,718344033,47,M,2,3,married,4,blue,35,4,3636.0,1010,True
703,715442958,54,M,2,0,married,2,blue,36,3,11067.0,2517,True
704,780326883,53,M,2,5,married,2,blue,40,3,11262.0,1435,True
705,711157833,56,F,3,2,single,1,blue,36,4,5108.0,1656,True
706,719704308,56,F,4,1,married,1,blue,36,5,2072.0,1543,True
707,708772308,41,M,3,0,married,3,blue,24,4,4119.0,1656,True
708,817663908,60,F,1,2,married,1,blue,42,5,5903.0,1335,True
710,709990983,49,F,3,4,married,1,blue,36,6,5918.0,842,True
711,818045958,46,M,4,2,single,1,blue,41,5,6741.0,1745,True
712,716380683,36,F,3,1,married,0,blue,36,6,3880.0,1542,True
714,778461408,38,M,1,1,married,3,blue,23,4,22149.0,987,True
715,713861733,50,M,3,2,divorced,3,blue,36,4,34516.0,1542,True
716,789291633,62,M,0,2,married,2,blue,51,3,5450.0,967,True
719,718325883,39,M,2,0,single,1,blue,32,6,7723.0,1902,True
720,720344658,38,M,2,3,married,3,blue,23,4,18226.0,1847,True
721,809292483,44,F,4,3,married,0,blue,39,4,8128.0,1846,True
722,779791008,43,M,3,1,married,3,blue,32,6,5851.0,1660,True
723,779557533,54,M,1,4,single,3,blue,40,6,10260.0,942,True
729,779320983,46,M,4,0,single,3,blue,28,4,19843.0,1178,True
730,718093233,55,F,2,4,married,0,blue,45,3,2163.0,0,True
731,719459358,52,M,1,5,married,4,blue,41,4,33864.0,989,True
732,717728808,39,F,2,2,married,0,blue,26,3,4531.0,1214,True
733,788701608,42,F,4,2,single,0,blue,26,5,2950.0,1705,True
734,778506633,43,F,4,3,married,0,blue,23,6,7706.0,392,False
737,716918508,39,M,1,3,single,1,blue,24,4,3770.0,1197,True
738,717321783,50,M,1,0,single,2,blue,45,5,10344.0,1274,True
739,799000008,57,M,2,4,divorced,4,blue,51,4,26437.0,1472,True
741,719068683,52,F,1,1,married,1,blue,36,5,3136.0,1864,True
742,709120008,43,M,2,1,single,2,blue,36,4,6976.0,0,True
743,709117533,42,M,3,1,single,3,blue,36,4,21134.0,1508,True
744,816594183,58,F,2,0,married,1,blue,53,6,2019.0,1380,True
745,789485433,42,M,4,3,married,3,blue,34,3,34516.0,668,True
746,712881483,55,M,1,4,married,3,blue,45,5,9959.0,1890,True
748,771492408,40,F,2,2,married,0,blue,28,3,2421.0,1747,True
749,711668283,48,M,4,0,married,3,blue,37,5,30948.0,2404,True
751,712960308,33,F,2,1,single,0,blue,36,4,8070.0,2350,True
752,713530833,58,M,2,2,married,1,blue,48,2,4085.0,2238,False
756,716144058,36,F,1,3,single,1,blue,25,6,1888.0,0,True
757,778699908,43,M,2,0,married,2,blue,24,2,14447.0,0,False
761,778623858,58,M,0,0,married,3,blue,38,6,3785.0,1935,True
762,714665733,42,M,4,2,single,2,blue,36,5,2727.0,834,True
763,816089433,49,M,4,5,married,2,blue,44,3,3343.0,1581,True
764,716991933,53,F,3,0,single,0,blue,35,6,9786.0,0,False
765,714534108,45,F,2,1,married,1,blue,36,4,6407.0,1884,True
766,787456608,29,M,2,1,married,3,blue,15,6,4158.0,1635,True
767,717090183,60,M,1,5,married,4,blue,50,6,21697.0,2144,True
768,772782708,50,M,3,4,single,3,blue,40,5,31383.0,1688,True
769,710722908,53,M,3,5,single,4,blue,36,3,30883.0,1694,True
771,715271733,50,F,2,0,single,0,blue,37,3,8520.0,814,True
772,771706308,46,M,2,5,single,3,blue,34,4,14310.0,694,True
774,780198258,46,M,4,3,single,4,blue,36,5,7793.0,1705,True
776,716290233,43,F,3,2,married,1,blue,33,6,4343.0,0,True
777,828298908,54,M,4,2,married,4,blue,50,4,2872.0,2035,True
779,720697908,35,M,2,1,married,1,blue,21,3,2967.0,1843,True
780,780598383,35,M,3,5,single,1,blue,23,4,2148.0,1545,True
781,715345833,36,F,1,1,single,0,blue,36,6,6116.0,2517,True
785,712373208,43,M,3,5,single,2,blue,35,3,3312.0,0,False
786,721433283,39,F,1,1,single,1,blue,20,3,9956.0,1117,True
787,720680058,47,M,2,4,married,0,blue,36,6,3888.0,1663,True
788,716909283,60,M,1,4,single,3,blue,48,3,30655.0,0,True
789,754654383,30,M,2,1,married,0,blue,23,4,2997.0,1393,True
791,779759058,52,M,0,2,single,4,blue,41,6,3386.0,1794,True
793,715783758,40,M,4,2,divorced,4,blue,30,5,25188.0,1295,True
794,771190083,36,F,3,4,single,0,blue,23,6,2410.0,1705,True
799,779330208,62,F,1,3,married,0,blue,44,3,2378.0,1610,True
801,807964908,41,M,4,1,married,2,blue,36,4,8013.0,2025,True
803,711748983,30,M,1,1,married,2,blue,17,3,7906.0,1631,True
804,718064283,46,M,3,0,divorced,2,blue,34,4,11501.0,713,True
805,710492733,29,M,0,4,single,1,blue,19,4,13632.0,1482,True
806,779016408,37,F,3,0,married,0,blue,27,6,2229.0,1791,True
807,717787533,51,F,1,1,married,0,blue,40,4,5158.0,2190,True
808,714851058,31,M,0,2,married,1,blue,21,3,2158.0,1729,True
810,708455883,57,M,1,2,single,3,blue,36,2,10244.0,861,False
812,709207458,44,M,3,2,married,1,blue,27,4,10747.0,1603,True
813,763895958,53,M,2,1,married,4,blue,46,4,7474.0,0,False
814,715942683,32,F,3,2,single,0,blue,36,3,3555.0,0,True
815,721301733,53,M,1,2,married,3,blue,38,6,22140.0,733,True
816,711927108,54,M,3,1,married,3,blue,36,2,9457.0,350,False
818,717548358,38,F,1,3,married,0,blue,25,3,2580.0,2265,True
820,713936583,54,M,2,2,married,2,blue,43,6,6224.0,1892,True
821,709682658,37,F,4,1,single,1,blue,36,5,3093.0,2517,True
822,793889508,48,F,2,2,married,1,blue,42,4,4076.0,0,True
825,717420333,37,M,1,1,single,2,blue,26,4,7349.0,2517,True
826,768921933,34,M,2,1,married,2,blue,28,3,2853.0,2420,True
830,716343408,46,M,3,2,divorced,3,blue,38,3,8475.0,1385,True
831,718909158,38,M,1,3,married,0,blue,25,6,5559.0,658,True
832,719471433,31,F,0,2,married,0,blue,22,3,2917.0,2127,True
834,711147483,46,F,3,2,single,0,blue,28,2,8551.0,1067,False
835,719788833,47,M,3,1,married,2,blue,36,6,10569.0,0,True
836,715168983,47,F,3,2,married,0,blue,36,5,7051.0,0,True
837,714306258,56,M,1,3,married,2,blue,46,3,10117.0,2242,True
839,710574558,47,M,4,2,single,3,blue,41,5,26442.0,1642,True
840,710947683,64,F,0,2,married,0,blue,51,6,4920.0,1142,True
842,718923858,42,M,1,3,married,2,silver,29,5,26750.0,1204,True
843,752666508,41,M,4,3,married,3,silver,34,4,34516.0,1347,True
844,712672083,65,F,0,1,married,0,blue,36,3,1438.3,747,True
845,719863758,49,F,3,4,married,1,blue,41,6,1869.0,758,True
846,720990183,54,M,5,1,married,2,blue,36,5,14539.0,0,False
847,720718908,46,M,3,0,single,4,blue,36,5,26977.0,1961,True
850,708249708,48,F,1,5,married,0,blue,39,3,4844.0,1576,True
852,779506158,39,F,1,3,married,0,blue,22,3,3214.0,2257,True
854,716608608,41,M,2,0,married,3,blue,33,5,8004.0,1452,False
857,824805858,39,F,2,0,single,0,blue,35,5,9235.0,1479,True
858,720840108,44,M,0,0,married,0,blue,24,5,8837.0,2103,True
862,813469458,26,F,1,2,single,1,blue,20,6,1438.3,673,True
864,718870158,47,M,4,1,married,2,blue,34,5,4592.0,1635,True
865,788673708,57,F,2,1,married,1,blue,45,2,1438.3,0,False
867,816513108,54,M,4,2,married,2,blue,49,3,5269.0,1099,True
869,823606983,39,M,2,3,married,2,blue,35,4,7410.0,2517,True
870,717028158,53,M,3,2,married,4,blue,44,3,12163.0,2082,True
872,714472608,59,M,0,3,married,0,blue,49,3,4250.0,1095,True
874,794340033,34,F,3,0,married,1,blue,28,5,2799.0,1762,True
875,716462658,47,M,4,5,single,3,blue,36,3,18037.0,0,True
876,718050033,54,M,2,3,married,4,blue,43,3,5657.0,1719,True
878,716341833,53,F,3,3,married,0,blue,44,6,4646.0,1730,True
879,719648358,50,M,2,2,single,3,blue,35,3,2514.0,1521,True
880,816600933,56,M,0,3,married,3,blue,51,3,14501.0,0,False
881,714208533,43,M,3,1,married,2,blue,36,1,8663.0,288,False
882,713095533,44,F,4,1,divorced,0,blue,36,5,2333.0,1485,True
883,809967783,34,F,4,2,divorced,1,blue,26,5,3038.0,1539,True
887,720426708,56,M,3,1,single,2,blue,45,2,8512.0,0,False
888,713743158,47,M,1,2,married,2,blue,36,4,19063.0,1714,True
889,721279083,53,M,4,2,single,3,blue,33,5,5376.0,1177,True
891,714970458,39,F,2,1,married,1,blue,29,6,9173.0,2047,True
892,719070108,44,M,2,2,married,3,silver,35,4,34516.0,1726,True
894,714989583,46,M,2,2,married,2,blue,36,3,15405.0,1691,True
896,715901508,35,M,1,1,married,3,blue,25,6,23991.0,2307,True
897,710370483,39,F,4,3,married,0,blue,31,4,1888.0,1292,True
898,778573233,61,F,1,2,married,0,blue,54,3,3102.0,2091,True
899,708833133,40,F,3,2,divorced,0,blue,29,5,3170.0,2517,True
900,719885883,53,M,3,3,single,4,blue,36,6,34516.0,1901,True
903,708134283,35,M,2,0,married,0,blue,36,4,3131.0,629,True
905,708983658,51,M,2,0,single,4,blue,39,3,16868.0,0,False
906,766285608,42,M,3,1,single,1,blue,35,4,3266.0,1900,True
908,798035358,46,F,4,1,single,0,blue,40,3,3556.0,2172,True
909,719391783,46,M,4,0,married,1,blue,35,3,9149.0,1566,True
911,780713058,46,M,3,1,married,2,blue,35,4,14701.0,1635,True
912,779338683,62,M,1,2,married,2,blue,44,5,14825.0,962,True
913,783387783,55,M,2,0,divorced,2,blue,49,4,10127.0,1873,True
914,787800108,55,M,2,3,married,3,blue,45,5,2929.0,2431,True
915,721397808,32,M,0,1,married,1,blue,24,5,3735.0,1176,True
916,778698408,37,F,4,0,married,0,blue,18,5,2930.0,2024,True
918,716032233,42,M,2,3,married,3,blue,32,5,22120.0,1805,True
919,717835908,33,M,2,4,married,3,blue,22,3,1438.3,681,True
921,778663458,65,M,1,1,married,0,blue,47,3,1759.0,0,False
922,716024808,57,M,1,2,married,3,blue,36,3,4829.0,2418,False
924,794831733,45,F,5,2,married,0,blue,39,4,2156.0,1208,True
925,713854608,62,M,1,0,married,2,blue,36,6,9521.0,1669,True
926,715993608,51,M,2,3,single,4,blue,41,6,26714.0,2517,True
927,789368658,57,M,2,2,married,3,blue,47,6,2092.0,1387,True
929,708098133,32,F,0,2,married,0,blue,19,6,2834.0,1418,True
930,801499908,43,F,4,2,married,0,blue,37,4,4724.0,2056,True
934,721129383,53,F,1,5,married,0,blue,36,3,3128.0,2517,True
935,721249158,42,M,2,0,single,2,blue,30,2,6414.0,0,False
936,721049658,53,M,3,2,single,3,blue,34,6,2506.0,0,True
938,714886533,60,F,2,1,married,0,blue,36,4,3460.0,2517,True
939,772375533,30,M,1,2,married,3,blue,19,5,9959.0,2377,True
940,826775058,43,F,3,0,married,0,blue,39,4,4175.0,2517,True
941,711878733,60,M,1,0,married,2,blue,48,3,10264.0,2073,True
942,714550383,46,M,2,1,single,1,blue,36,4,4129.0,0,True
943,712636308,65,F,2,1,married,1,blue,45,6,2658.0,1514,True
944,772139433,44,F,2,3,single,1,blue,33,4,4589.0,1240,True
945,709058808,56,F,2,3,married,0,blue,36,6,2781.0,1035,True
948,710111733,48,M,2,1,married,3,blue,39,5,8091.0,1996,True
949,761544333,37,F,4,3,married,1,blue,30,4,3417.0,2517,True
950,788814783,39,M,1,0,single,2,blue,22,4,9204.0,845,True
951,715034358,41,M,2,2,married,4,blue,32,5,14302.0,2097,True
952,709624533,55,F,2,1,married,0,blue,45,5,3187.0,2517,True
953,709942383,34,M,1,2,married,3,blue,36,5,6313.0,782,True
955,713378133,54,F,0,4,single,0,silver,39,6,11696.0,2288,True
956,709217358,40,M,3,4,married,3,blue,36,5,20371.0,1832,True
957,720998358,52,M,0,1,married,4,silver,41,3,34516.0,1043,True
958,721051908,45,M,3,2,single,2,blue,33,3,7552.0,0,True
959,715232058,61,M,0,4,married,1,blue,53,5,5561.0,1434,True
960,806250783,57,F,2,1,married,0,blue,52,6,1441.0,0,True
963,826477083,48,F,2,3,married,0,blue,44,5,4570.0,2439,True
964,788728608,34,M,0,1,married,1,blue,13,3,3870.0,1394,True
965,717190533,49,M,4,1,married,2,blue,36,6,12938.0,661,True
966,716580033,53,M,3,1,married,4,blue,36,3,21178.0,1796,True
967,711644508,34,M,2,0,single,3,blue,36,3,12182.0,1136,True
968,714334383,54,M,2,2,married,2,blue,42,6,3583.0,0,True
969,720611058,40,M,3,2,single,4,blue,27,4,17018.0,0,True
971,713845083,41,F,4,1,single,0,blue,36,6,4203.0,2517,False
972,713756508,46,M,3,2,divorced,0,blue,36,5,4213.0,997,True
973,735565158,46,M,4,2,married,2,blue,33,6,21548.0,1180,True
975,717180633,59,M,1,4,married,1,blue,36,4,2483.0,1372,True
976,717295683,50,M,0,5,single,3,blue,38,5,3460.0,1881,True
979,710070183,53,F,1,1,single,0,blue,36,3,2615.0,1772,True
980,789605658,42,F,1,5,married,1,blue,35,4,2985.0,2355,True
981,710045058,46,M,5,1,married,1,silver,28,5,18797.0,2158,True
982,710164683,33,M,1,2,married,2,blue,22,3,2859.0,2517,True
983,710802258,46,F,2,2,married,0,blue,38,4,2888.0,2245,True
984,721036233,61,M,0,1,married,2,blue,36,4,9172.0,1567,True
985,710036508,42,M,5,0,married,1,blue,34,5,14281.0,1519,True
986,717776808,47,F,4,2,single,0,blue,39,3,7353.0,1450,True
987,714906033,47,F,2,2,single,0,blue,36,6,5145.0,0,True
988,714273708,53,F,4,2,married,1,blue,36,3,4753.0,2472,True
989,721117533,46,F,3,2,single,0,blue,26,3,2171.0,1418,True
990,715374558,26,M,0,3,divorced,0,blue,36,5,4150.0,456,True
991,824807658,45,M,3,2,married,2,blue,41,6,9106.0,2477,True
992,714940608,36,M,2,1,divorced,1,blue,36,3,2686.0,1733,True
994,717561108,52,M,1,2,married,3,blue,36,4,34516.0,549,True
995,717127083,37,M,3,2,married,4,blue,25,3,15017.0,1733,True
996,772460508,53,M,1,0,married,1,blue,43,3,4426.0,1530,True
997,720484908,65,F,1,4,married,1,blue,52,5,2155.0,0,True
999,794664183,38,M,0,0,married,2,blue,19,3,3238.0,2146,True
1000,797488158,52,M,2,1,married,2,blue,46,5,14316.0,1081,True
1001,708543258,36,M,3,1,married,3,blue,36,5,2607.0,1880,True
1002,778706508,43,M,4,3,married,2,blue,24,3,6231.0,0,True
1004,713650683,65,F,0,2,married,0,blue,56,4,3094.0,2266,True
1005,772532208,51,F,2,5,married,0,blue,41,2,6630.0,916,False
1006,778929783,40,M,3,2,divorced,3,blue,22,2,1925.0,0,False
1009,712821333,60,M,0,0,married,2,blue,47,3,9452.0,2517,True
1010,721120008,43,F,2,0,single,1,blue,29,6,2162.0,1377,True
1011,709633533,31,M,2,0,married,0,blue,18,3,1438.3,0,True
1012,710789058,55,M,1,2,single,4,blue,42,4,34516.0,1478,True
1013,716174433,65,F,1,3,married,0,blue,54,3,2888.0,1134,True
